stream_id,timestamp,author_channel_id,display_name,message_text,message_sentiment,message_summary,message_type,super_chat_amount,video_offset_sec,duration_sec,relative_time,rel_time_pct,rel_bin_20,rel_bin_label
oxUSw1N9i3k,2026-05-04T15:36:44.589Z,UCYGDjcECxp7NAa-Qsq1g0UA,@CheesySanchez,EZREAL!!,high-energy,all caps reaction,textMessageEvent,,6657.361,24477.876,0.27197461903965847,27.19746190396585,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:48.858Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,Ezreal,neutral,ezreal,textMessageEvent,,6661.726,24477.876,0.272152943335443,27.2152943335443,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:49.664Z,UCxNc_biMj8vZAXAz4AaWhiA,@SonTran-ty9gj,ez upset,neutral,ez upset,textMessageEvent,,6662.524,24477.876,0.2721855442032634,27.218554420326342,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:50.709Z,UCVwJ86nVeHMEXsaG-wC7RAw,@NightcorePiika,gg,positive,praise,textMessageEvent,,6663.508,24477.876,0.2722257437695983,27.22257437695983,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:52.061Z,UCLvGfscPuV3F9kV7Ebpv0lQ,@ThisIsNotSky,Oh my GOD,neutral,oh my god,textMessageEvent,,6664.89,24477.876,0.27228220291662564,27.228220291662563,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:52.940Z,UCYyjKkYKZ79b7FKXJiQViHQ,@VangoghAli,EZ,neutral,ez,textMessageEvent,,6665.666,24477.876,0.272313905013654,27.2313905013654,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:53.052Z,UC0xN1fOI8Fsl3hg37ti2C5g,@Zobokolobozo,upset completely smurfing it,neutral,upset completely smurfing,textMessageEvent,,6665.779,24477.876,0.27231852142726765,27.231852142726765,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:53.468Z,UCK9qGSA6qGmtiYi9XuX3Ddw,@Kylanyx,Upset!,neutral,upset,textMessageEvent,,6666.257,24477.876,0.2723380492653856,27.233804926538557,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:53.768Z,UCXH64Q6L7uOrLYKTZGxFogA,@ngokhaihd,ad fncccccccccccc,neutral,ad fncccccccccccc,textMessageEvent,,6666.552,24477.876,0.2723501009646425,27.23501009646425,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:54.451Z,UCGz0eEVKJ_CdJL_ceXVnVkg,@linkingirl17,wth?,questioning,question,textMessageEvent,,6667.18,24477.876,0.2723757567854335,27.23757567854335,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:54.590Z,UCr0dHw7oyA_Egdad-O7qn6A,@franciscotorres6911,EZREAL,high-energy,all caps reaction,textMessageEvent,,6667.313,24477.876,0.27238119026340357,27.238119026340357,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:54.638Z,UC3yWrTwluQykhleGtmuImjg,@PhoenixStarrwind,!?!?!,questioning,question,textMessageEvent,,6667.429,24477.876,0.2723859292366707,27.23859292366707,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:54.698Z,UCeLZ3wHVuGxWPxwg8J9YpcQ,@teestein7422,potential mannn,neutral,potential mannn,textMessageEvent,,6667.488,24477.876,0.2723883395765221,27.238833957652208,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:54.860Z,UCbfsQpVw97RIrTN2HQDgrpQ,@jai3242,holy upset,neutral,holy upset,textMessageEvent,,6667.587,24477.876,0.27239238404508626,27.239238404508626,5,25-30%
